categories;type;exchanges;name;unit;code;database
('air',);emission;[];Carbon monoxide, from soil or biomass stock;kilogram;69a6c884-39be-444f-a67c-7436a5e66de2;biosphere3
('air',);emission;[];Acetic acid;kilogram;d157416d-db9b-4f88-a7f3-a9a5f1ea88f2;biosphere3
('natural resource', 'land');natural resource;[];Transformation, to annual crop, irrigated, intensive;square meter;c3c3d385-57fa-4d47-a2c5-d838006e7985;biosphere3
('natural resource', 'in ground');natural resource;[];Neodymium, 4% in bastnasite, 0.4% in crude ore, in ground;kilogram;c970e81e-1c4e-4f21-814c-0c25444f41d2;biosphere3
('air', 'low population density, long-term');emission;[];Diethylene glycol;kilogram;51fb4920-7f49-47ba-b02f-9574accf731d;biosphere3
('water', 'ground-, long-term');emission;[];Radium-226;kilo Becquerel;090cc44a-7ca1-46fc-98bf-5bc6f5afb0a6;biosphere3
('air', 'low population density, long-term');emission;[];Ethane, pentafluoro-, HFC-125;kilogram;dc9520c7-6e4a-42fb-b1f6-9fa8f34667a4;biosphere3
('air',);emission;[];Iron-59;kilo Becquerel;b5bc86de-20f6-4791-8f67-e9ba7930f76c;biosphere3
('soil', 'agricultural');emission;[];Dichlorprop;kilogram;b5382d42-b1ee-4992-ba8d-a362b33d0401;biosphere3
('water', 'ocean');emission;[];Strontium;kilogram;836493d4-5c50-4713-b2a8-7979b830c1a5;biosphere3
('water',);emission;[];Benzo(b)fluoranthene;kilogram;e36fb756-d9a7-4b07-a6cb-a1d204b4c350;biosphere3
('natural resource', 'in ground');natural resource;[];Molybdenum, 0.010% in sulfide, Mo 8.2E-3% and Cu 1.83% in crude ore, in ground;kilogram;06874cbb-2daf-4981-a55e-2c38be5b7277;biosphere3
('air',);emission;[];Boron;kilogram;b8fc2875-a1ce-4a7c-a73d-6ba5b26319d3;biosphere3
('water', 'ground-, long-term');emission;[];Nitrate;kilogram;b61057a3-a0bc-4158-882e-b819c4797419;biosphere3
('water', 'surface water');emission;[];Acenaphthene;kilogram;5c238e5f-97c8-4837-8d67-48899ddd43be;biosphere3
('air', 'urban air close to ground');emission;[];Uranium;kilogram;52317c31-7bdc-47de-9c23-ecf55127de75;biosphere3
('natural resource', 'land');natural resource;[];Occupation, permanent crop, non-irrigated, intensive;square meter-year;c9461a73-d00a-4fc7-a890-a9eda6af3185;biosphere3
('natural resource', 'in air');natural resource;[];Argon-40;kilogram;8b46f615-69c9-4ca3-815e-a7bde116d202;biosphere3
('soil', 'agricultural');emission;[];Asulam;kilogram;042de84f-261d-4e29-bb7d-f43601cc2c7d;biosphere3
('soil', 'industrial');emission;[];Silver;kilogram;16316600-f12a-410b-8726-3faee64de60a;biosphere3
('air', 'urban air close to ground');emission;[];Chromium-51;kilo Becquerel;8d467324-fa7b-42d5-bee1-6cc260e71693;biosphere3
('air', 'lower stratosphere + upper troposphere');emission;[];Toluene, 2-chloro;kilogram;2df9d4e0-f095-4089-be46-1c1acbcf3a09;biosphere3
('water',);emission;[];Methane, tetrachloro-, R-10;kilogram;9a366c85-61a0-48bd-8af0-a2a96b327bc1;biosphere3
('air', 'urban air close to ground');emission;[];Lactic acid;kilogram;7ad7644f-8796-438e-a15b-86345622886b;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Cobalt-57;kilo Becquerel;2b4a3249-b67a-4858-abf7-24aa1468f298;biosphere3
('soil', 'agricultural');emission;[];Rimsulfuron;kilogram;8b4f0e68-38d5-4bee-b647-680d3a117560;biosphere3
('soil',);emission;[];Cobalt;kilogram;12051b95-831a-49c0-9a70-fbc0e8fb9af9;biosphere3
('water',);emission;[];Aniline;kilogram;09f735ea-0a87-4e19-a660-d044db3a7118;biosphere3
('water', 'ground-');emission;[];Aniline;kilogram;044b9b1d-0406-4da9-bc8a-f180176e7ed9;biosphere3
('water', 'ocean');emission;[];Monochloroethane;kilogram;944e2b6d-7a4e-4d37-875d-12e9ab746375;biosphere3
('air',);emission;[];Dimethylamine;kilogram;56d00bcd-9da1-4486-bfe6-10dc0f1d4575;biosphere3
('air', 'urban air close to ground');emission;[];Sodium perchlorate;kilogram;c8e91ad0-a019-492d-87d6-5885a8d1258d;biosphere3
('air', 'low population density, long-term');emission;[];o-Nitrotoluene;kilogram;51f57752-1155-4835-9cbe-95c73f06f2a9;biosphere3
('water', 'ocean');emission;[];Herbicides, unspecified;kilogram;752a43f7-3ae7-471e-b479-9bb0ac8e97c9;biosphere3
('water', 'surface water');emission;[];Glyphosate;kilogram;e157e3dd-88b9-4256-ab2e-ff82e7b8d088;biosphere3
('natural resource', 'land');natural resource;[];Transformation, to pasture, man made, intensive;square meter;ec242c43-095c-4b42-8907-e0f13573f0a4;biosphere3
('air', 'low population density, long-term');emission;[];Lithium carbonate;kilogram;5d631176-844b-4533-9282-92d5561e5518;biosphere3
('water', 'ground-');emission;[];2,4-D ester;kilogram;69bb7dd8-43bc-49ff-a67c-0eb8e82558d0;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Methane, monochloro-, R-40;kilogram;ed63abd0-7cc6-4825-8759-b367e560fe95;biosphere3
('air', 'low population density, long-term');emission;[];Scandium;kilogram;3a3489d9-0d1f-4fb1-910a-1fdc7f1e4f71;biosphere3
('water', 'surface water');emission;[];Ethane, hexachloro-;kilogram;708085b8-37a1-4116-aab9-229cfef519a0;biosphere3
('air',);emission;[];Xylene;kilogram;5c234628-ab1e-4284-ae2b-f1c2f6883f71;biosphere3
('soil', 'agricultural');emission;[];Imazalil;kilogram;0964b6e9-08a5-4103-8ad6-610e8cd718c1;biosphere3
('soil', 'agricultural');emission;[];Propanil;kilogram;a9224ed8-bdfd-4e66-9e97-df752e2485ef;biosphere3
('water',);emission;[];Polonium-210;kilo Becquerel;8bb37e69-9292-4af4-ba62-a55f00ac8f16;biosphere3
('soil', 'agricultural');emission;[];Diflufenican;kilogram;016da38a-40a6-483c-b328-9782dc46e802;biosphere3
('air', 'urban air close to ground');emission;[];Aldehydes, unspecified;kilogram;d961f86b-e36b-4ac6-8cd4-b253e496de79;biosphere3
('soil', 'agricultural');emission;[];Chlorimuron-ethyl;kilogram;af99a064-3ca7-43cd-9c72-cf20d245b0a8;biosphere3
('air',);emission;[];Butadiene;kilogram;5064da53-d4ec-44ee-ba23-b20a4f8c4964;biosphere3
('air', 'lower stratosphere + upper troposphere');emission;[];Sodium perchlorate;kilogram;021b8f30-26ac-4012-880a-69bfd65bfed4;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Sulfuric acid;kilogram;5c9d8310-f7e1-4e98-8e73-7eece0435676;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Lambda-cyhalothrin;kilogram;6bc58b2a-8d1c-4ebf-a0e7-76bb59ff462a;biosphere3
('water', 'ground-');emission;[];Chloride;kilogram;85bec19f-c785-4364-8ef6-472b8e9dd90e;biosphere3
('water', 'ground-');emission;[];Propylamine;kilogram;c8de8312-39d5-4d3f-aba2-4daf8572738b;biosphere3
('air',);emission;[];Radon-222;kilo Becquerel;cb3265f8-49a0-4b09-9bd9-c374370c4cc4;biosphere3
('natural resource', 'in ground');natural resource;[];Nickel, Ni 2.5E+0%, in mixed ore, in ground;kilogram;f09c3144-a268-4bed-8ca2-63005b6ef75f;biosphere3
('soil',);emission;[];Antimony;kilogram;c49fb4cd-eed0-4438-9052-9612473cdbae;biosphere3
('air', 'lower stratosphere + upper troposphere');emission;[];Neptunium-237;kilo Becquerel;f78331c1-2f23-4661-b37e-c51c9eea5384;biosphere3
('water', 'ground-, long-term');emission;[];Xylene;kilogram;0985a2b2-b411-4c95-a955-1aa5bb64bd08;biosphere3
('water', 'ground-, long-term');emission;[];o-Xylene;kilogram;5df11cc8-e2fc-4b82-832b-e593cca2a77f;biosphere3
('soil', 'agricultural');emission;[];Carbetamide;kilogram;21f84442-7dc8-492a-8253-867dd1caf8d6;biosphere3
('air', 'lower stratosphere + upper troposphere');emission;[];Methyl acetate;kilogram;435b0dec-6a6a-4f44-8fa4-0988332459f5;biosphere3
('water',);emission;[];Lithium, ion;kilogram;eb2bfdf1-1881-40e8-bebb-d674b2a79149;biosphere3
('natural resource', 'land');natural resource;[];Occupation, shrub land, sclerophyllous;square meter-year;c199261c-8234-43c5-b906-5b67707e4395;biosphere3
('air', 'urban air close to ground');emission;[];Benzene, pentachloro-;kilogram;c75dd699-08a5-4215-acf5-e618995e768f;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Acetaldehyde;kilogram;fc9f9a81-c4b9-4dce-bc20-9f04e05ca2f1;biosphere3
('natural resource', 'land');natural resource;[];Transformation, to unspecified, natural (non-use);square meter;46cfaeaf-f124-409f-998d-47b159051cec;biosphere3
('water', 'surface water');emission;[];Heat, waste;megajoule;152e5a83-96e8-4f54-af42-4f0925a771ac;biosphere3
('soil', 'agricultural');emission;[];Nickel;kilogram;b4580545-243d-48d2-a3a0-2633a4f46fb1;biosphere3
('soil', 'forestry');emission;[];Strontium;kilogram;aa2d6624-ad64-4fff-9260-cb51500bba0d;biosphere3
('air', 'urban air close to ground');emission;[];Chlorosilane, trimethyl-;kilogram;0131a35d-1d37-46ee-aed2-5ca12ac07ad4;biosphere3
('air', 'low population density, long-term');emission;[];Ethene, chloro-;kilogram;68b769b3-46f3-4b8e-a4f3-45a0fd85bf1b;biosphere3
('water', 'surface water');emission;[];Krypton-85;kilo Becquerel;ae0d3325-09c1-45ad-90d0-a9b2097b707d;biosphere3
('water', 'ground-, long-term');emission;[];Manganese;kilogram;835d0907-a668-4d92-b6b6-7b56fa343713;biosphere3
('water', 'ground-, long-term');emission;[];Lithium, ion;kilogram;c44b0e3b-e65e-4276-aa1f-3db768757b66;biosphere3
('air', 'urban air close to ground');emission;[];Ethane, chloropentafluoro-, CFC-115;kilogram;15e54d5b-aba2-40a6-9aa8-aa2b8c432129;biosphere3
('water',);emission;[];Hydrocarbons, aromatic;kilogram;04abe114-7939-4935-9281-49e5d89cc1bc;biosphere3
('air', 'urban air close to ground');emission;[];Diethylamine;kilogram;7e7039a1-6186-4ef6-a7e6-d135b7fe5601;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Chloroacetic acid;kilogram;3ca7403e-c960-4a4e-a649-ab68b42b65b8;biosphere3
('water',);emission;[];Ethyl acetate;kilogram;43a7aa3a-a34d-467a-943f-4a263ebe8df3;biosphere3
('water', 'ground-, long-term');emission;[];Boron carbide;kilogram;4ba71de1-43c2-42fe-b477-93423ad2213c;biosphere3
('water',);emission;[];Ethylene glycol monoethyl ether;kilogram;b608516c-d577-4957-bcaa-851c7377ada8;biosphere3
('air', 'urban air close to ground');emission;[];Benzene, dichloro;kilogram;9645e02f-855a-4b9f-8baf-f34a08fa80c4;biosphere3
('water',);emission;[];Chloroacetyl chloride;kilogram;dcfaa97f-8eb6-4aa4-822f-2b0dc3e89df9;biosphere3
('soil', 'industrial');emission;[];Sulfur;kilogram;16f40b1c-f7c8-4100-9916-81a260493951;biosphere3
('air',);emission;[];Hexane;kilogram;6b248529-b754-4be7-8b1a-91b9756fc2bc;biosphere3
('air', 'lower stratosphere + upper troposphere');emission;[];Formamide;kilogram;313cdf6d-ac44-4583-87a1-5f2ba3413a88;biosphere3
('air', 'low population density, long-term');emission;[];Curium-244;kilo Becquerel;8e11a840-d41d-46eb-8e53-a5b3009c1910;biosphere3
('soil', 'agricultural');emission;[];Chlorotoluron;kilogram;e8bc4c9e-c34f-4983-aea0-2433f3397a3a;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Ethyne;kilogram;e64254e3-07d3-4330-b6de-6a858f108124;biosphere3
('air', 'urban air close to ground');emission;[];Antimony-124;kilo Becquerel;42c74b9e-fa00-4612-a3bf-4951237cba04;biosphere3
('water', 'ground-, long-term');emission;[];Ruthenium-106;kilo Becquerel;79fe27fb-c2b4-4c50-8475-a9b2fdb53588;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Water;cubic meter;09872080-d143-4fb1-a3a5-647b077107ff;biosphere3
('air', 'low population density, long-term');emission;[];Propylamine;kilogram;1510adf1-ba02-42af-bca5-f1e0afc58092;biosphere3
('air', 'low population density, long-term');emission;[];Cobalt-57;kilo Becquerel;1f37ae35-463b-476c-9cde-d3e049fa7680;biosphere3
('water', 'ocean');emission;[];Iodine-133;kilo Becquerel;332a3e5f-39c6-4336-9064-13276942fbba;biosphere3
('natural resource', 'land');natural resource;[];Transformation, to field margin/hedgerow;square meter;c8a0392e-5ef6-4988-adf6-0adf88129aa1;biosphere3
('water', 'surface water');emission;[];Hydrocarbons, aliphatic, unsaturated;kilogram;19b55ff9-4964-45d1-95b6-e24d7f4ffbd3;biosphere3
('air', 'low population density, long-term');emission;[];Butadiene;kilogram;0315d855-dff2-44af-bb37-1b855df53d69;biosphere3
('water', 'ground-');emission;[];1,4-Butanediol;kilogram;c5de5e4d-85cf-4102-9ff1-5248d8928ba1;biosphere3
('water', 'ground-');emission;[];Iron, ion;kilogram;33fd8342-58e7-45c9-ad92-0951c002c403;biosphere3
('water', 'ground-');emission;[];Disinfectants, unspecified;kilogram;0f333e4d-e5ad-49e8-b24f-875456125ad4;biosphere3
('water', 'ground-');emission;[];Cadmium-109;kilo Becquerel;66c00128-8ffd-43c2-9933-e1a9866d2b60;biosphere3
('water', 'ocean');emission;[];Chloramine;kilogram;82fa5668-89f9-491a-ad61-67ec56d2e744;biosphere3
('soil', 'agricultural');emission;[];Deltamethrin;kilogram;282973e4-3c2d-4a9c-a3f2-d39a5b36aa76;biosphere3
('natural resource', 'in ground');natural resource;[];Gold, Au 5.4E-4%, Ag 1.5E-5%, in ore, in ground;kilogram;d6c7644f-0d7c-4bb3-b8bb-686ebede951e;biosphere3
('soil', 'industrial');emission;[];Mercury;kilogram;e2128dc4-e065-4030-81b3-c978d7bc48ec;biosphere3
('water',);emission;[];Radioactive species, Nuclides, unspecified;kilo Becquerel;e8c62990-85c7-4f16-ab5f-76a5fc28a2a5;biosphere3
('air',);emission;[];t-Butyl methyl ether;kilogram;beb69352-568e-4a33-b9d4-3b5bfafc85bd;biosphere3
('natural resource', 'land');natural resource;[];Transformation, from permanent crop, irrigated, extensive;square meter;d0394db1-a1cd-4026-bf50-dd5e47331572;biosphere3
('air', 'low population density, long-term');emission;[];Butene;kilogram;767a703f-842a-4b30-87f5-ca62b338a51d;biosphere3
('water', 'ground-');emission;[];Uranium-235;kilo Becquerel;a48a7aca-da79-4d39-a40c-f7efa97d7444;biosphere3
('water', 'surface water');emission;[];Benzene, chloro-;kilogram;e38eb567-b080-4f80-894c-f6984eec5119;biosphere3
('soil', 'agricultural');emission;[];Metalaxil;kilogram;08f3db43-3185-4d9d-846a-404e27928eaf;biosphere3
('air', 'low population density, long-term');emission;[];Potassium;kilogram;926fdcf3-6c44-44e2-acb6-159060ac65cf;biosphere3
('air', 'urban air close to ground');emission;[];Methane, trichlorofluoro-, CFC-11;kilogram;33a69662-583b-45b8-8cb9-94f59fca9133;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Polychlorinated biphenyls;kilogram;07279b73-709f-4ac2-a9e1-82fbd01ce301;biosphere3
('air', 'lower stratosphere + upper troposphere');emission;[];Chloramine;kilogram;339edacb-b552-4ac4-b5ed-db6192e1925a;biosphere3
('water', 'ground-');emission;[];Scandium;kilogram;0a6ae675-cdf2-475d-b4ef-486e78757d65;biosphere3
('water', 'surface water');emission;[];Phenanthrene;kilogram;d42cf485-e4e1-4f13-8d6c-7d8b8a3903df;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Benzene, dichloro;kilogram;06a42317-47bd-481d-b5ce-e091843497c6;biosphere3
('water', 'ground-');emission;[];Sodium, ion;kilogram;ee9fdd7c-5e29-4bdb-852a-3258f06ec2ab;biosphere3
('water', 'ground-, long-term');emission;[];Benzene;kilogram;b2d24aee-5630-424a-be81-5b17b8db395a;biosphere3
('soil', 'agricultural');emission;[];Methabenzthiazuron;kilogram;bb9a0c00-e0af-4926-8b0e-0a0be79abaf6;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Noble gases, radioactive, unspecified;kilo Becquerel;bd64a010-0115-47ca-942f-cbdac1d26b87;biosphere3
('air',);emission;[];Potassium chloride;kilogram;c6e057e1-c344-455c-a613-e1d222e58048;biosphere3
('air', 'urban air close to ground');emission;[];Ethene, trichloro-;kilogram;0e7c1a7b-cd98-4f8d-a619-a687d3e2cb48;biosphere3
('water', 'ocean');emission;[];2-Methyl-1-propanol;kilogram;76a317b6-1c35-4c75-bb00-1cd5ec8c8e17;biosphere3
('air', 'lower stratosphere + upper troposphere');emission;[];Zinc;kilogram;87a69874-34f9-4070-a525-aa301ab2634b;biosphere3
('water', 'ocean');emission;[];Iodine-129;kilo Becquerel;27f767b3-3ab6-41bd-9c5f-524104b23dce;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Thorium-230;kilo Becquerel;4eb24f81-0468-4b92-bae3-8b12dfc90438;biosphere3
('water', 'ground-');emission;[];Ethane, 1,1,1-trichloro-, HCFC-140;kilogram;f84a6dac-bc6e-4efc-bdb0-a0f2a0231d0f;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Chromium;kilogram;4d40d8e3-9bc7-4ab1-ac5c-4f4a76fda8e5;biosphere3
('air',);emission;[];Acenaphthylene;kilogram;e0346157-1f0e-4bf9-b234-78fead761e18;biosphere3
('air',);emission;[];Hydrocarbons, aliphatic, alkanes, unspecified;kilogram;2451f9df-0596-49ec-8380-08e4ad75a153;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Propylamine;kilogram;3d5a4fbf-e44b-4b0d-885d-534fc6968867;biosphere3
('air', 'lower stratosphere + upper troposphere');emission;[];Propionic acid;kilogram;e4a9cefa-7a99-406f-8b32-3e001ca82d31;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Krypton-89;kilo Becquerel;24594cef-c50b-4e02-a5e3-c40cb06fea18;biosphere3
('air', 'lower stratosphere + upper troposphere');emission;[];Tungsten;kilogram;d68bd053-2f8c-4890-a0fd-771f4be30c14;biosphere3
('water', 'ground-, long-term');emission;[];Sodium chlorate;kilogram;3c2d03ee-5d0a-4866-b0de-5d4bd1823b1a;biosphere3
('air',);emission;[];Thallium;kilogram;18aa2daa-0188-4328-b24b-1ad1398ecf81;biosphere3
('soil', 'forestry');emission;[];Sodium;kilogram;e19658ac-3c4a-4cde-90ab-9dc6f569b02b;biosphere3
('water', 'ground-');emission;[];Cyanide;kilogram;904cd2c2-71ba-4fe5-b073-24a42301c94c;biosphere3
('air', 'lower stratosphere + upper troposphere');emission;[];Dinitrogen monoxide;kilogram;473826ae-125a-4b02-8c8e-c84322491d80;biosphere3
('water', 'surface water');emission;[];Diethylene glycol;kilogram;992bd199-894d-4be6-9837-d85e8e5b3f45;biosphere3
('soil', 'forestry');emission;[];Titanium;kilogram;ba785aad-0ee5-4bba-b049-e32bc31670cb;biosphere3
('air', 'low population density, long-term');emission;[];Ethyl acetate;kilogram;227f85d8-5156-461f-9d03-03960287debf;biosphere3
('soil', 'forestry');emission;[];Copper;kilogram;237ca6bc-2f0a-4416-a0e3-bd512f038f2e;biosphere3
('water',);emission;[];Phthalate, butyl-benzyl-;kilogram;a9c187bb-8ff5-4e96-9a98-c5b744593932;biosphere3
('air', 'low population density, long-term');emission;[];Radium-228;kilo Becquerel;3d73d6c8-145c-48c5-aabe-17b4279c66e0;biosphere3
('soil', 'agricultural');emission;[];Diflufenzopyr-sodium;kilogram;cc667a3d-e88b-42f7-b265-461b7d66837f;biosphere3
('soil', 'agricultural');emission;[];Methamidophos;kilogram;1992f951-d2c6-428d-9ff9-dac673f2b532;biosphere3
('water', 'ground-');emission;[];3-Methyl-1-butanol;kilogram;35f2e680-fd3b-4fce-8ae2-a700438aa097;biosphere3
('water', 'ground-');emission;[];COD, Chemical Oxygen Demand;kilogram;be10dd54-eb4d-48ae-9e14-7d79ce8b170d;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Carbon monoxide, fossil;kilogram;099b36ab-4c03-4587-87f4-2f81e337afb8;biosphere3
('water', 'ocean');emission;[];Boron carbide;kilogram;965244c8-43ad-4629-91df-43c845d391e5;biosphere3
('water', 'ground-, long-term');emission;[];Propanal;kilogram;9033de29-de9e-44b5-aea0-c9edb9ca2dd4;biosphere3
('water',);emission;[];2-Aminopropanol;kilogram;ea6f1100-7fe4-4f66-92cc-a69fe2dcca77;biosphere3
('air', 'lower stratosphere + upper troposphere');emission;[];Benzene, dichloro;kilogram;77db8bd1-5a69-465c-b51f-7b27fbb574a5;biosphere3
('air', 'low population density, long-term');emission;[];Terpenes;kilogram;9b7f06e5-0dc7-4c58-8300-034426d069b5;biosphere3
('air', 'urban air close to ground');emission;[];Magnesium;kilogram;ebfe261d-ab0d-4ade-8743-183c8c6bdcc6;biosphere3
('natural resource', 'in ground');natural resource;[];Helium, 0.08% in natural gas, in ground;kilogram;4c276350-de3d-4bba-90a9-0d0a9ad097c0;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Americium-241;kilo Becquerel;16d7b9bd-003a-493b-8b98-b6986d3cae24;biosphere3
