categories;type;exchanges;name;unit;code;database 
('water', 'surface water');emission;[];o-Xylene;kilogram;3189f4ab-348e-4207-be3d-59c2b6f8a63f;biosphere3
('water', 'surface water');emission;[];Sulfate;kilogram;37d35fd0-7f07-4b9b-92eb-de3c27050172;biosphere3
('air', 'urban air close to ground');emission;[];Uranium-238;kilo Becquerel;543421e8-f0b3-45a2-b0ed-03489e878138;biosphere3
('water',);emission;[];Nitrite;kilogram;9f5bfac4-cbb6-4b38-afb9-cf563fc5ca15;biosphere3
('soil', 'agricultural');emission;[];Thiamethoxam;kilogram;9a8e2785-9175-4818-83ae-fc394e2d695a;biosphere3
('air', 'urban air close to ground');emission;[];Phosphorus trichloride;kilogram;16addd86-288b-419a-8217-75e4197c5f9d;biosphere3
('water',);emission;[];Ethanol;kilogram;fdb29dc7-261d-4f8f-8e7d-c73899480bf8;biosphere3
('air', 'low population density, long-term');emission;[];Methanesulfonic acid;kilogram;b04daef0-4ca6-43e4-8841-4eb95a8a0e6f;biosphere3
('water',);emission;[];Barite;kilogram;17a7db69-d874-4ecd-af5d-48c98def445f;biosphere3
('natural resource', 'land');natural resource;[];Transformation, to dump site;square meter;90a5a447-af6f-421a-8201-011f07ad1150;biosphere3
('soil', 'agricultural');emission;[];Silthiofam;kilogram;1417474c-bf73-4ffc-9eff-94a994bf76a8;biosphere3
('water', 'ocean');emission;[];Benzyl alcohol;kilogram;7c73768b-438b-4374-a4c1-486d35b4cb76;biosphere3
('air', 'lower stratosphere + upper troposphere');emission;[];Water;cubic meter;f14b59ff-d438-442d-8bad-b53694b8263a;biosphere3
('air', 'low population density, long-term');emission;[];Propane;kilogram;abb87cf5-9e30-4d02-987c-7643510b7013;biosphere3
('air',);emission;[];Carbon disulfide;kilogram;d94a5a1a-bc06-48fd-b6d9-7477ea65cacd;biosphere3
('water', 'ground-');emission;[];Indeno(1,2,3-cd)pyrene;kilogram;b5a65bff-51e0-40e4-b50e-36d07a87919a;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Carbon monoxide, from soil or biomass stock;kilogram;68b9b577-90cf-49e4-88bb-a55d80f3ac5d;biosphere3
('air',);emission;[];Manganese-54;kilo Becquerel;28955c40-9925-47d2-9770-dc18a4bba82a;biosphere3
('soil', 'agricultural');emission;[];Strontium;kilogram;7f0873fe-731e-4b99-a384-17f0ad36a318;biosphere3
('soil', 'agricultural');emission;[];Metsulfuron-methyl;kilogram;c2c2b2c4-0a30-4c79-8d1f-0735a95a8962;biosphere3
('soil', 'agricultural');emission;[];Quizalofop ethyl ester;kilogram;f9c73aca-3d5c-4072-81dd-b8e0643530a6;biosphere3
('water', 'ocean');emission;[];4-Methyl-2-pentanone;kilogram;f6a4bdb1-d67e-4c00-adf3-df344701bde9;biosphere3
('air', 'lower stratosphere + upper troposphere');emission;[];Ethylamine;kilogram;99dfc9b6-7e98-4751-9a50-39d19cbe6d5a;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Ethene;kilogram;87f683ed-44ae-41a6-b4bc-230622f8cfef;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Methanol;kilogram;1d2439de-751b-469a-ba3e-fda8fe9802b2;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Ammonium carbonate;kilogram;d40b90a8-c469-41ec-b5ea-f80386859a82;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Cerium-144;kilo Becquerel;7828852d-7a75-45ce-9e3b-4c443e3a1a63;biosphere3
('natural resource', 'land');natural resource;[];Transformation, to seabed, unspecified;square meter;ebb16be1-8db3-42a2-8123-418787422cfe;biosphere3
('natural resource', 'in ground');natural resource;[];Ni, Ni 2.3E+0%, Pt 2.5E-4%, Pd 7.3E-4%, Rh 2.0E-5%, Cu 3.2E+0% in ore, in ground;kilogram;0d7f8b87-12f4-4e83-a5a2-854e2f2b47de;biosphere3
('air', 'non-urban air or from high stacks');emission;[];4-Methyl-2-pentanone;kilogram;6ed53433-96ff-402c-87d0-52b8271aadac;biosphere3
('water', 'surface water');emission;[];Sulfide;kilogram;0e940fff-f3ba-41b4-a5c6-d53a88bfc707;biosphere3
('air', 'lower stratosphere + upper troposphere');emission;[];Carbon disulfide;kilogram;a0399529-bdc0-49bc-a09b-9aea421fbd34;biosphere3
('water',);emission;[];Technetium-99;kilo Becquerel;90bc11c3-61c6-47b4-8310-b4d2e50d03ba;biosphere3
('water', 'ground-');emission;[];Hydroxide;kilogram;013a65bf-5b9e-4621-bd60-14909fd4cbc6;biosphere3
('air', 'urban air close to ground');emission;[];Benzo(a)pyrene;kilogram;2cbb504a-ce2f-40e9-9d38-e130e95a1242;biosphere3
('natural resource', 'land');natural resource;[];Occupation, wetland, inland (non-use);square meter-year;db1e4137-27a3-4b89-99af-42a18271c144;biosphere3
('water', 'ocean');emission;[];Bromine;kilogram;b2208d0f-61a7-4813-9861-af03bf496a05;biosphere3
('water', 'ground-');emission;[];Ethylene glycol monoethyl ether;kilogram;7d516937-c4b6-4a10-bfd3-83c48802008c;biosphere3
('water', 'surface water');emission;[];Ruthenium-106;kilo Becquerel;7c471c87-3169-490c-8f01-ea99f9a22c6e;biosphere3
('water',);emission;[];Thiocyanate, ion;kilogram;cfa25cc2-6bfe-4b96-819f-cd15fd3859d1;biosphere3
('air', 'non-urban air or from high stacks');emission;[];2-Nitrobenzoic acid;kilogram;5884b91e-d758-4fb4-9bf0-6cf87093cdb2;biosphere3
('soil', 'agricultural');emission;[];Trifloxystrobin;kilogram;fa1a376f-567a-47b2-98e9-b3e5a5e4d224;biosphere3
('air',);emission;[];Arsine;kilogram;aeae7594-af69-46d2-9965-8c235b5c3fe3;biosphere3
('air', 'urban air close to ground');emission;[];Toluene;kilogram;39946c56-cdf6-4a22-9ac9-1cd333b65533;biosphere3
('water', 'ground-');emission;[];Benzene, chloro-;kilogram;fb413172-7a53-458d-8bda-3a68d75f3421;biosphere3
('air', 'lower stratosphere + upper troposphere');emission;[];Methane, chloro-fluoro-, HCFC-31;kilogram;41f45128-cebe-4ece-aafa-7406a5c98775;biosphere3
('air', 'urban air close to ground');emission;[];Hydrocarbons, chlorinated;kilogram;626dd1d8-5355-40cb-8569-9c87c2c6ab18;biosphere3
('water',);emission;[];Hydrogen sulfide;kilogram;42d33bc4-cdea-4b1d-896c-090e792183be;biosphere3
('natural resource', 'land');natural resource;[];Transformation, from traffic area, rail network;square meter;a99a8eaf-2f2c-42c6-b6ce-d5686a9ca249;biosphere3
('water', 'ground-');emission;[];Gold;kilogram;811220d4-55e0-441f-8185-59e51207a79d;biosphere3
('water', 'surface water');emission;[];Carbon disulfide;kilogram;9c8c0e5d-5315-44b9-81e6-e447e5cb869c;biosphere3
('air',);emission;[];Ethane, 1,2-dichloro-;kilogram;03758df7-503a-400e-bc7b-ec05825761a5;biosphere3
('water', 'surface water');emission;[];Iodine-133;kilo Becquerel;c708b024-c922-4c43-8a49-81c472c48f75;biosphere3
('water', 'surface water');emission;[];Propiconazole;kilogram;9bebedc1-d722-4dcd-bf4a-0f25da82eaa6;biosphere3
('water', 'ocean');emission;[];Bromide;kilogram;1a6a1429-fd97-48cb-b7b7-3433f2fb16f9;biosphere3
('air',);emission;[];Curium-242;kilo Becquerel;9dc200b0-6faa-4518-9787-be7db7a9e29a;biosphere3
('air', 'low population density, long-term');emission;[];Uranium alpha;kilo Becquerel;debeac52-61cf-429d-8d20-d7e690f9fee4;biosphere3
('water', 'ocean');emission;[];Ruthenium-106;kilo Becquerel;d134df3d-b37d-4c58-9913-b1653cdca3cc;biosphere3
('soil', 'agricultural');emission;[];Bifenox;kilogram;db0bac33-49e5-4888-89bd-15f4bfe11e51;biosphere3
('soil', 'agricultural');emission;[];Aldrin;kilogram;594fdc19-25cd-4c22-b3f3-58b1f2f42965;biosphere3
('air',);emission;[];Sodium dichromate;kilogram;a57bf693-7ffa-409d-919c-c806e34a4c67;biosphere3
('water', 'ground-');emission;[];Propionic acid;kilogram;14a8c75b-9985-4009-bf45-dc6d3bb4e52e;biosphere3
('soil', 'agricultural');emission;[];Acifluorfen;kilogram;c89708f7-cb6c-4691-b8cc-cf2cb03b14a6;biosphere3
('air', 'urban air close to ground');emission;[];Methanesulfonic acid;kilogram;6f3fd3ca-1340-421a-9149-98a21c102041;biosphere3
('water', 'surface water');emission;[];Propionic acid;kilogram;374b89b9-1abe-4557-aff3-fb772bffe01b;biosphere3
('soil', 'forestry');emission;[];Aluminium;kilogram;39555a26-d28b-425f-993f-e8770ab7d9cf;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Krypton-85m;kilo Becquerel;8aa45af3-ff38-4330-9870-81fd360db53b;biosphere3
('water', 'ocean');emission;[];Disinfectants, unspecified;kilogram;576d7e08-4dd0-473b-b62f-86cbfda51651;biosphere3
('water', 'surface water');emission;[];PAH, polycyclic aromatic hydrocarbons;kilogram;16167d62-361c-4ed9-bfeb-3ad4545e794c;biosphere3
('air', 'urban air close to ground');emission;[];Methane, fossil;kilogram;5f7aad3d-566c-4d0d-ad59-e765f971aa0f;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Plutonium-241;kilo Becquerel;ff84efc6-1bd8-4eda-a7e6-1531be49bf89;biosphere3
('soil', 'industrial');emission;[];Zinc;kilogram;b88999ec-84fd-462d-9dec-7e20a4636a58;biosphere3
('water', 'ground-');emission;[];Atrazine;kilogram;e04d6f3d-1cb2-4ab1-aef9-fd0221028fe2;biosphere3
('water',);emission;[];Technetium-99m;kilo Becquerel;b5eb4783-f470-4bf5-800f-7e12ada63c1d;biosphere3
('air', 'urban air close to ground');emission;[];Sodium chlorate;kilogram;21b46c65-491e-40a9-ac74-5877af997d7c;biosphere3
('natural resource', 'in ground');natural resource;[];Cadmium, 0.30% in sulfide, Cd 0.18%, Pb, Zn, Ag, In, in ground;kilogram;621b1cf1-9b47-4c44-b71e-ebeb9afd9bbc;biosphere3
('air',);emission;[];Tetramethyl ammonium hydroxide;kilogram;5186b1e9-506c-4846-994d-789c5204b38a;biosphere3
('air', 'urban air close to ground');emission;[];Hydrocarbons, aliphatic, alkanes, unspecified;kilogram;bfa26b15-5340-441e-acb4-0bb19a4028d3;biosphere3
('water', 'ground-');emission;[];Methyl amine;kilogram;96dba537-69a1-4aec-a754-c90d0ca48ccf;biosphere3
('air', 'lower stratosphere + upper troposphere');emission;[];Ethylene oxide;kilogram;0bb66845-6ccf-4648-b565-2e704989d7c0;biosphere3
('water', 'ground-');emission;[];t-Butyl methyl ether;kilogram;0f3a98cd-b692-4801-86b5-b2222a953417;biosphere3
('natural resource', 'in ground');natural resource;[];Gypsum, in ground;kilogram;11a2a7b1-ab2f-47b8-9e29-6f33d5207fa6;biosphere3
('air',);emission;[];Radium-228;kilo Becquerel;d5ca33b3-f101-4371-b684-c720463ae2ab;biosphere3
('soil', 'agricultural');emission;[];Benfluralin;kilogram;3301e59e-2f7b-46bd-b185-32ef8caac4ea;biosphere3
('air',);emission;[];Benzene, pentachloro-;kilogram;6a9ef0ac-2a82-492b-90f7-7f8d09995bbc;biosphere3
('air', 'low population density, long-term');emission;[];Neptunium-237;kilo Becquerel;6827e89e-d0ed-46d3-9337-7deb9f8848bc;biosphere3
('natural resource', 'land');natural resource;[];Occupation, traffic area, rail/road embankment;square meter-year;956c5f83-65c8-4607-9749-147cfb9c8f70;biosphere3
('soil', 'agricultural');emission;[];Lactofen;kilogram;8c823f73-5fc6-4334-8a96-651365e7b542;biosphere3
('soil', 'agricultural');emission;[];Isoproturon;kilogram;04f9be83-433e-4564-af72-98e463e5b616;biosphere3
('water', 'ground-');emission;[];t-Butylamine;kilogram;e9eb024b-6fba-4dce-b280-9415b2ba4695;biosphere3
('water', 'ground-, long-term');emission;[];Iodine-129;kilo Becquerel;08c3135c-9ac5-472b-9a0e-04f2f85099bb;biosphere3
('water', 'ground-, long-term');emission;[];Ethylene oxide;kilogram;db5aeca7-a390-4f6e-ad8b-9b4deeba5fae;biosphere3
('water', 'surface water');emission;[];Acetic acid;kilogram;061c7a46-3728-48fa-8240-7a8841e6ca6f;biosphere3
('air', 'lower stratosphere + upper troposphere');emission;[];Methane, bromo-, Halon 1001;kilogram;6bdb666d-e227-4f57-9b1d-d25009d3c44b;biosphere3
('water',);emission;[];Cesium;kilogram;59570d74-fac9-446d-88a7-5c5b0a6139a7;biosphere3
('air', 'low population density, long-term');emission;[];Acenaphthene;kilogram;0555dc8e-d8b3-4da1-afaa-a2144758d590;biosphere3
('air', 'lower stratosphere + upper troposphere');emission;[];2-Methyl pentane;kilogram;a9afc2a9-9479-44b6-afcf-23f305bb261c;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Xenon-138;kilo Becquerel;7c44db6f-bf0e-4a63-bd94-d376ec941786;biosphere3
('water',);emission;[];Water;cubic meter;2404b41a-2eed-4e9d-8ab6-783946fdf5d6;biosphere3
('natural resource', 'in ground');natural resource;[];Aluminium, in ground;kilogram;a45cd247-3532-4e27-bddc-b519fdb5e08f;biosphere3
('water', 'surface water');emission;[];Nitrogen, organic bound;kilogram;d43f7827-b47b-4652-8366-f370995fd206;biosphere3
('air',);emission;[];Xenon-137;kilo Becquerel;47859760-4329-4dde-9c61-2e7a2401d3c5;biosphere3
('water',);emission;[];Molybdenum;kilogram;fdaaef05-0d10-4032-b2e7-85cae3c7bd5c;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Methyl ethyl ketone;kilogram;54b35742-21ff-4454-8a3d-f31577e308b3;biosphere3
('water',);emission;[];Acetaldehyde;kilogram;4b51a9d0-4100-49c1-8d47-ec47eb51c58a;biosphere3
('air',);emission;[];Acrolein;kilogram;d896ced7-a107-4017-b284-d95a8ef3e735;biosphere3
('air', 'lower stratosphere + upper troposphere');emission;[];Cadmium;kilogram;dd1bbaa1-d1f1-4584-aeb2-6f02bfb04e87;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Xenon-135;kilo Becquerel;14ca107c-315a-410b-af1b-35a886faebce;biosphere3
('air', 'urban air close to ground');emission;[];Manganese-54;kilo Becquerel;d2643677-b96c-4aec-a687-b5b2d4ba9368;biosphere3
('air', 'urban air close to ground');emission;[];Zirconium;kilogram;914b6c95-c6c3-4dab-b75f-9ac6a6f78bfd;biosphere3
('air', 'lower stratosphere + upper troposphere');emission;[];Hydrogen;kilogram;5b8f9dca-cb63-4332-8fd9-92a10aed2232;biosphere3
('water', 'surface water');emission;[];Tefluthrin;kilogram;865f863b-8d32-47fa-94db-ee56dc6bb923;biosphere3
('water', 'surface water');emission;[];Paraffins;kilogram;230c08c9-70b7-4d28-a649-f5f85fbc3162;biosphere3
('water', 'ground-');emission;[];Dissolved solids;kilogram;54c743a4-5438-4f3c-8e84-89b3e6ec0cc0;biosphere3
('natural resource', 'land');natural resource;[];Transformation, from shrub land, sclerophyllous;square meter;17a5a406-333f-4b9e-8852-c2de50bc9585;biosphere3
('air', 'low population density, long-term');emission;[];Ethyl cellulose;kilogram;c8fc7ae6-3d48-4b1e-94a2-3b74dcd1dd2f;biosphere3
('water', 'ground-');emission;[];Bromate;kilogram;847e2add-25db-48d1-bb50-6411e82a94c5;biosphere3
('soil', 'agricultural');emission;[];Metazachlor;kilogram;89dd5dfb-aa72-4c48-aaf7-b0aa16497029;biosphere3
('water', 'ocean');emission;[];Tributyltin compounds;kilogram;f4498c00-c870-40fb-a2b3-49b6f522d324;biosphere3
('water', 'ground-');emission;[];Hydrocarbons, aliphatic, unsaturated;kilogram;0db53406-fb79-497d-a9e7-fc2c8d425b81;biosphere3
('air', 'urban air close to ground');emission;[];Ethene;kilogram;36270548-9316-424b-9aeb-e0de134b0be1;biosphere3
('air', 'urban air close to ground');emission;[];Butadiene;kilogram;e7140812-ce3d-49f5-97b0-2fef538217a5;biosphere3
('water', 'surface water');emission;[];Lithium, ion;kilogram;e98084d6-88a2-48cf-9ad5-6462fe9cf857;biosphere3
('water', 'ground-');emission;[];Urea;kilogram;ba401f02-e0d6-4629-804b-20e122115377;biosphere3
('air', 'lower stratosphere + upper troposphere');emission;[];3-Methyl-1-butanol;kilogram;f792a1df-81cb-4c95-8c4a-e0626701e619;biosphere3
('air',);emission;[];Zinc-65;kilo Becquerel;4aed2261-0461-4014-be23-cf83de76a3b4;biosphere3
('air', 'low population density, long-term');emission;[];Thorium;kilogram;7ddfe455-20e9-4aea-b903-79a35289ca45;biosphere3
('water', 'ocean');emission;[];Magnesium;kilogram;1a217018-e3e5-499c-9eb5-5aacb9e6ae9a;biosphere3
('soil', 'agricultural');emission;[];Amitraz;kilogram;cc91124e-c4b4-4e39-95b1-1c27b35cbe66;biosphere3
('water', 'ground-, long-term');emission;[];Uranium-234;kilo Becquerel;519cd5d5-19f5-4684-9b12-41a7a9f5645b;biosphere3
('soil', 'agricultural');emission;[];Malathion;kilogram;dd7748c9-be28-4c89-b8b1-ed5ac14599a2;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Ethane, 1,1,2-trichloro-;kilogram;b4d5edf7-0584-4e43-8ee7-f78511443b0d;biosphere3
('soil',);emission;[];Copper;kilogram;44d3e792-7c9e-48ab-9de9-acfa2e097f26;biosphere3
('air', 'urban air close to ground');emission;[];Ethane, 1-chloro-1,1-difluoro-, HCFC-142b;kilogram;400be66e-4383-482a-93e3-c005e96de261;biosphere3
('soil', 'agricultural');emission;[];Sulfur;kilogram;d4049741-cef2-4edd-a3af-9728b9e3a568;biosphere3
('air', 'low population density, long-term');emission;[];Ethylene oxide;kilogram;d800a996-a9ef-488f-900d-28a5b6ede9eb;biosphere3
('air', 'low population density, long-term');emission;[];Methane, difluoro-, HFC-32;kilogram;33a791a2-a1e7-446b-b25a-b3be6159bae4;biosphere3
('water', 'ocean');emission;[];Diisobutyl ketone;kilogram;15c4b0d9-9004-4444-98f7-a0275a793673;biosphere3
('water',);emission;[];Sulfur;kilogram;5ac2254e-6b60-45f5-a700-6e0b93f411c8;biosphere3
('soil', 'industrial');emission;[];Molybdenum;kilogram;c126f8a0-6bc4-42e6-9220-d6ccfef3f2ed;biosphere3
('air', 'urban air close to ground');emission;[];Isoprene;kilogram;e5e50f39-ab65-4ed0-84c3-93707e85f4d4;biosphere3
('air', 'urban air close to ground');emission;[];Dimethyl malonate;kilogram;7ee1a767-185e-444b-913d-6acbfdbab3bd;biosphere3
('air',);emission;[];Hydrocarbons, aromatic;kilogram;3cca7f02-58b0-4b49-9938-e0f8bea03064;biosphere3
('water', 'ground-');emission;[];Cesium-137;kilo Becquerel;0c5de0d2-eb1e-4afe-a8de-b600d899516f;biosphere3
('water', 'surface water');emission;[];Sodium formate;kilogram;8de41dc8-4edd-4183-9cf7-fffd7d38ee23;biosphere3
('air',);emission;[];Phosphorus;kilogram;d761f94e-517d-41cf-89fa-17dc72f7a69b;biosphere3
('water', 'surface water');emission;[];Acrylate, ion;kilogram;eabb67d6-08cc-4c6e-ad95-6509e778730a;biosphere3
('social',);social;[];venting of nitrogen, liquid;kilogram;e2709804-ea1f-40f4-851f-831ab3eba01e;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Chloroform;kilogram;fa9b9736-6de8-4bd6-ba22-1bd78c798373;biosphere3
('water', 'surface water');emission;[];Dicamba;kilogram;5c7c5065-a636-4367-bf0a-8552609ffec7;biosphere3
('water', 'ground-, long-term');emission;[];Calcium, ion;kilogram;ae28c923-a4a3-4f00-b862-1ae6e748efb9;biosphere3
('air',);emission;[];Uranium-235;kilo Becquerel;698d08b4-fee6-40d4-93dd-24a28d48df45;biosphere3
('air',);emission;[];Benz(a)anthracene;kilogram;4db9bb53-4bdd-4f32-a6a8-521f58c5825c;biosphere3
('soil', 'agricultural');emission;[];Vinclozolin;kilogram;7db70809-e30b-4633-992e-2cfe03891907;biosphere3
('air',);emission;[];Anthracene;kilogram;fc840c3f-dbcd-4175-9bc2-7fba64501e39;biosphere3
('water',);emission;[];Benzene, chloro-;kilogram;7f886a09-50b2-49c1-8fdf-d330c90556a1;biosphere3
('air', 'urban air close to ground');emission;[];Tungsten;kilogram;b0aacabb-9b90-419d-844b-a2ed64ead80e;biosphere3
('water',);emission;[];Strontium;kilogram;b26b758d-85cc-41b8-872c-3683caa638d1;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Phosphorus trichloride;kilogram;3ba36854-15b2-415a-aa71-c99257aa7204;biosphere3
('air', 'low population density, long-term');emission;[];Nitrogen oxides;kilogram;9115356e-a534-4329-9ec6-d9208720241b;biosphere3
('water',);emission;[];Scandium;kilogram;bd534cc3-5ca2-4e0e-b24e-0f5924627d83;biosphere3
('air', 'low population density, long-term');emission;[];Boron trifluoride;kilogram;67a368ef-a4b8-4759-8128-93d080ccd21a;biosphere3
('air', 'lower stratosphere + upper troposphere');emission;[];Sodium tetrahydridoborate;kilogram;f1a587cf-0335-4410-b7d3-ea90497a07a6;biosphere3
('water', 'ocean');emission;[];Antimony-122;kilo Becquerel;4944a14b-bbca-4a94-9a77-73f6832b9625;biosphere3
