CF unit;Elementary flow subcategory;Elementary flow name;Impact category;Impact method;Elementary flow UUID;Per elementary flow unit;CF value
PDF.m2.yr;low population density;Sulphur trioxide;Freshwater acidification, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;48430c70-95e0-4036-9854-72cc772ac8b2;kg;1.912074609
PDF.m2.yr;low population density, long-term;Nitrate;Freshwater acidification, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;205617ae-ebc5-4245-8df6-8710d5d40615;kg;0.592144041
PDF.m2.yr;low population density;Ammonia;Freshwater acidification, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;0f440cc0-0f74-446d-99d6-8ff0e97a2444;kg;1.846715481
PDF.m2.yr;low population density;Ammonia, as N;Freshwater acidification, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;0e0f75b3-2de4-4fbd-aee5-e0406b593ea8;kg;2.246005314
PDF.m2.yr;high population density;Ammonia;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;9990b51b-7023-4700-bca0-1a32ef921f74;kg;0.70894827
PDF.m2.yr;low population density;Ammonia;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;0f440cc0-0f74-446d-99d6-8ff0e97a2444;kg;0.70894827
PDF.m2.yr;low population density, long-term;Ammonia;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;2b50f643-216a-412b-a0e5-5946867aa2ed;kg;0.70894827
PDF.m2.yr;lower stratosphere + upper troposphere;Ammonia;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;8494ed3c-0416-4aa5-b100-51a2b2bcadbd;kg;0.70894827
PDF.m2.yr;unspecified air;Ammonia;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;87883a4e-1e3e-4c9d-90c0-f1bea36f8014;kg;0.70894827
PDF.m2.yr;fossil-;Ammonia;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;a6fa3c5f-5323-487e-afba-12740ca8ea70;kg;7.07
PDF.m2.yr;fresh water;Ammonia;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;4b81a3e2-b3fc-4e2f-81aa-5a68d11084c8;kg;7.07
PDF.m2.yr;fresh water, long-term;Ammonia;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;90b08e70-9da2-4e91-a18c-73def7cf2b94;kg;7.07
PDF.m2.yr;ground water;Ammonia;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;f3b31b38-bc7b-4054-99ea-0180796d5c5b;kg;0
PDF.m2.yr;ground water, long-term;Ammonia;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;a858cb45-50f3-46c6-abd6-f801ba201f53;kg;0
PDF.m2.yr;lake;Ammonia;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;ebcf2be7-e222-412d-a59e-5b5f13334a35;kg;7.07
PDF.m2.yr;ocean;Ammonia;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;08a91e70-3ddc-11dd-954c-0050c2490048;kg;10.1
PDF.m2.yr;river;Ammonia;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;64b758fe-fbf2-4bdb-85f6-eab48e2ad2e4;kg;7.07
PDF.m2.yr;river, long-term;Ammonia;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;51b06290-9a7f-4750-86bc-d1db0dd503a7;kg;7.07
PDF.m2.yr;unspecified water;Ammonia;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;63e78926-8549-11e0-9d78-0800200c9a66;kg;7.07
PDF.m2.yr;ocean;Ammonia, as N;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;6b18294b-01e0-4bba-afa5-c5a0fb636b53;kg;12.5
PDF.m2.yr;unspecified water;Ammonia, as N;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;c5ff9afc-4c08-40cb-9150-c2465be5cd3c;kg;8.75
PDF.m2.yr;fossil-;Ammonium carbonate;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;e5ca7259-a372-45ef-b229-d8ac45d22c3c;kg;1.274
PDF.m2.yr;ocean;Ammonium carbonate;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;4e38c3c7-aefe-40cc-b8ad-4340e7f9adf6;kg;1.82
PDF.m2.yr;unspecified water;Ammonium carbonate;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;a6d35603-8386-45ac-a4be-e1ec7ab7fcc7;kg;1.274
PDF.m2.yr;unspecified water;Ammonium nitrate;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;9009a326-556e-4416-aaa3-7ff6d85e80f3;kg;0
PDF.m2.yr;fossil-;Ammonium, ion;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;c04ef26d-7a0b-4ef4-a79f-d64a840866bc;kg;6.769
PDF.m2.yr;fresh water;Ammonium, ion;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;26fd0df4-74ca-4144-b632-6e6f5f6d07b1;kg;6.769
PDF.m2.yr;fresh water, long-term;Ammonium, ion;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;f85bf23d-cf72-4ca7-b33f-3b1ee02a1f4c;kg;6.769
PDF.m2.yr;ground water;Ammonium, ion;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;736f52e8-9703-4076-8909-7ae80a7f8005;kg;0
PDF.m2.yr;ground water, long-term;Ammonium, ion;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;130cedc6-f6ed-4f1b-bd1e-881177f79e74;kg;0
PDF.m2.yr;lake;Ammonium, ion;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;59e8b3a7-3862-4388-905a-73b35b93c6d4;kg;6.769
PDF.m2.yr;ocean;Ammonium, ion;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;bc069d24-fbbd-4c05-8b6e-4089dc8249ae;kg;9.67
PDF.m2.yr;river;Ammonium, ion;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;4588adc5-e56e-443c-ade5-6645219b53cd;kg;6.769
PDF.m2.yr;river, long-term;Ammonium, ion;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;f1fd2d13-7b1d-43bc-9294-8c5a1db02ac4;kg;6.769
PDF.m2.yr;surface water;Ammonium, ion;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;13331e67-6006-48c4-bdb4-340c12010036;kg;6.769
PDF.m2.yr;unspecified water;Ammonium, ion;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;fb005c47-7b90-41f3-a5ca-f0eb11db354a;kg;6.769
PDF.m2.yr;fresh water;Ammonium/ammonia, as N;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;ad7051d4-bc9e-4de9-b5d4-4da0370f2551;kg;8.75
PDF.m2.yr;fresh water;Ammonium/ammonia, as N;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;ad7051d4-bc9e-4de9-b5d4-4da0370f2551;kg;1
PDF.m2.yr;unspecified water;Dinitrogen monoxide;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;49d4559e-2fa1-44ca-b998-446517e67c17;kg;5.551
PDF.m2.yr;fossil-;Nitrate;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;3ae8c924-dc92-4971-a415-4b82261842f3;kg;1.967
PDF.m2.yr;fresh water;Nitrate;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;180520a0-34e8-4058-bac9-27cbbb32c527;kg;1.967
PDF.m2.yr;fresh water, long-term;Nitrate;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;cd68d2a8-b0aa-492a-9972-f9a67eaa5355;kg;1.967
PDF.m2.yr;ground water;Nitrate;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;b9291c72-4b1d-4275-8068-4c707dc3ce33;kg;0
PDF.m2.yr;ground water, long-term;Nitrate;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;b61057a3-a0bc-4158-882e-b819c4797419;kg;0
PDF.m2.yr;lake;Nitrate;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;2ccfa703-d0fe-4d27-9220-ba5ef2e97c6e;kg;1.967
PDF.m2.yr;ocean;Nitrate;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;43c700bb-0b3b-4fb1-8bd1-3d1da82b6844;kg;2.81
PDF.m2.yr;river;Nitrate;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;6bb60b06-5b1f-4d8c-9782-e18a7f11bc5c;kg;1.967
PDF.m2.yr;river, long-term;Nitrate;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;930e0aba-b5e3-426e-a182-bfb2ae961bc4;kg;1.967
PDF.m2.yr;surface water;Nitrate;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;7ce56135-2ca5-4fba-ad52-d62a34bfeb35;kg;1.967
PDF.m2.yr;unspecified water;Nitrate;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;5189de76-6bbb-44ba-8c42-5714f1b4371f;kg;1.967
PDF.m2.yr;high population density;Nitrate compounds;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;4e46df5f-8e64-4e3b-b67a-b9b927dd0b38;kg;0.197301142
PDF.m2.yr;low population density;Nitrate compounds;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;e8c30bb3-92cc-41c8-acf3-281095e570cc;kg;0.197301142
PDF.m2.yr;unspecified air;Nitrate compounds;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;65bff69f-3b58-457c-bb21-45ad200b04e2;kg;0.197301142
PDF.m2.yr;ocean;Nitrate compounds;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;536ffa8a-6df0-4fe4-a40d-bd1d0cd8b382;kg;2.81
PDF.m2.yr;unspecified water;Nitrate compounds;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;7ae398bb-8532-11e0-9d78-0800200c9a66;kg;1.967
PDF.m2.yr;fresh water;Nitrate, as total N;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;73a175c4-2626-4bf8-adc1-b90d7a4daf21;kg;8.75
PDF.m2.yr;ocean;Nitrate, as total N;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;24e36caa-cd49-4eba-ac52-88f5024592c6;kg;12.5
PDF.m2.yr;high population density;Nitric acid;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;37d014cb-8c2d-4c98-ab5c-2d4550822c2f;kg;0.192220644
PDF.m2.yr;low population density;Nitric acid;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;0d1d9119-44bf-4c8e-a878-cdc78fd888ae;kg;0.192220644
PDF.m2.yr;low population density, long-term;Nitric acid;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;2e493ad7-ff7f-47b8-9966-1d67e0323386;kg;0.192220644
PDF.m2.yr;lower stratosphere + upper troposphere;Nitric acid;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;1aa538b9-51eb-49fe-8904-de34e58945c7;kg;0.192220644
PDF.m2.yr;unspecified air;Nitric acid;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;dc084330-5108-4d9c-a7ed-eb3345507f13;kg;0.192220644
PDF.m2.yr;fossil-;Nitric acid;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;4ce8fa3f-77e7-4579-9867-a91a055f1835;kg;1.91634981
PDF.m2.yr;fresh water;Nitric acid;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;e7e827f3-b9a6-4c84-9089-2d49bb7e39da;kg;1.91634981
PDF.m2.yr;ground water;Nitric acid;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;72d4fa64-0e38-4197-b72b-31936471db2b;kg;0
PDF.m2.yr;ground water, long-term;Nitric acid;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;69545061-684c-49d0-9b49-43c3c341febb;kg;0
PDF.m2.yr;lake;Nitric acid;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;75569dbe-1d4c-4b38-81df-4c65cadac3e3;kg;1.91634981
PDF.m2.yr;ocean;Nitric acid;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;6aedb6a7-a674-447e-b65a-853ef64743d7;kg;2.737642586
PDF.m2.yr;river;Nitric acid;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;321b06bb-7f99-45aa-b135-3888f81a2450;kg;1.91634981
PDF.m2.yr;river, long-term;Nitric acid;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;8801b086-ff81-4387-80e1-45d8ed325d7b;kg;1.91634981
PDF.m2.yr;unspecified water;Nitric acid;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;878e2773-1894-46c9-8fff-e19ba327f680;kg;1.91634981
PDF.m2.yr;fossil-;Nitrite;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;946c1ab0-3308-466a-8c56-54182159a3c6;kg;2.653
PDF.m2.yr;fresh water;Nitrite;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;09257c34-f323-436a-81be-ef90e9171ed2;kg;2.653
PDF.m2.yr;fresh water, long-term;Nitrite;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;066872fe-7faf-4fa1-b6b7-a347c395976f;kg;2.653
PDF.m2.yr;ground water;Nitrite;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;9a98be81-7711-4a1b-adc0-8e65acf05d62;kg;0
PDF.m2.yr;ground water, long-term;Nitrite;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;f5d022f1-c26d-4044-ac88-d7c5bbff83c4;kg;0
PDF.m2.yr;lake;Nitrite;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;1550e897-623b-4f0a-9c90-10f88b4850e3;kg;2.653
PDF.m2.yr;ocean;Nitrite;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;2f19a0af-a516-4f89-88ba-4c6b7cd52650;kg;3.79
PDF.m2.yr;river;Nitrite;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;10d61f4b-01ce-4f02-8140-a0d22777b405;kg;2.653
PDF.m2.yr;river, long-term;Nitrite;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;80a0931d-d592-400a-8314-d85bdc5dbccf;kg;2.653
PDF.m2.yr;surface water;Nitrite;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;0017271e-7df5-40bc-833a-36110c1fe5d5;kg;2.653
PDF.m2.yr;unspecified water;Nitrite;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;9f5bfac4-cbb6-4b38-afb9-cf563fc5ca15;kg;2.653
PDF.m2.yr;fossil-;Nitrogen;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;921a8f84-63fd-4d1c-81be-bce6bd840e13;kg;8.75
PDF.m2.yr;fresh water;Nitrogen;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;14855254-9651-473b-92a2-1d0e4438ddbd;kg;8.75
PDF.m2.yr;ground water;Nitrogen;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;0c150bb4-fd1a-43f8-b6c9-5dfda8dadb6c;kg;0
PDF.m2.yr;ground water, long-term;Nitrogen;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;42eeb663-34dc-4394-8a07-e4d8e45a7e2d;kg;0
PDF.m2.yr;lake;Nitrogen;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;41eb549e-df64-4f94-9403-b54012b99c3e;kg;8.75
PDF.m2.yr;ocean;Nitrogen;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;996829cc-2d40-418a-beda-7c50399952f9;kg;12.5
PDF.m2.yr;river;Nitrogen;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;b4f5586e-4589-4482-bfc7-5efdf9bcbf19;kg;8.75
PDF.m2.yr;river, long-term;Nitrogen;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;9b8188d5-294f-4ea5-aeda-4e572490a51e;kg;8.75
PDF.m2.yr;surface water;Nitrogen;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;ae70ca6c-807a-482b-9ddc-e449b4893fe3;kg;8.75
PDF.m2.yr;unspecified water;Nitrogen;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;dcfe0815-6fa3-4e1d-a55e-155b29904f1d;kg;8.75
PDF.m2.yr;fresh water;Nitrogen dioxide;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;b8f0e22b-f6db-422d-8807-97be5e246747;kg;2.653
PDF.m2.yr;ocean;Nitrogen dioxide;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;7e94e333-0895-461d-9685-6cad5f27327c;kg;3.79
PDF.m2.yr;unspecified water;Nitrogen dioxide;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;4e2156dc-6cc5-477d-9d7f-665407913542;kg;2.653
PDF.m2.yr;fossil-;Nitrogen monoxide;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;5e551724-bb86-433e-a133-26e38132d708;kg;4.067
PDF.m2.yr;fossil-;Nitrogen monoxide;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;5e551724-bb86-433e-a133-26e38132d708;kg;1
PDF.m2.yr;fresh water;Nitrogen monoxide;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;3fb8c1a8-3e8e-457d-9be6-92c2c950a086;kg;4.067
PDF.m2.yr;fresh water;Nitrogen monoxide;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;3fb8c1a8-3e8e-457d-9be6-92c2c950a086;kg;1
PDF.m2.yr;ground water;Nitrogen monoxide;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;8d686f27-433c-4709-83e0-83c6fc05c680;kg;0
PDF.m2.yr;ground water;Nitrogen monoxide;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;8d686f27-433c-4709-83e0-83c6fc05c680;kg;1
PDF.m2.yr;ground water, long-term;Nitrogen monoxide;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;2ebba5b5-277a-4ee5-896a-f3c6f75ad82d;kg;0
PDF.m2.yr;ground water, long-term;Nitrogen monoxide;Marine eutrophication, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;2ebba5b5-277a-4ee5-896a-f3c6f75ad82d;kg;1
